Date,Open,High,Low,Close,Adj Close,Volume
2020-04-27,49350.000000,50000.000000,49100.000000,49850.000000,48007.953125,14049471
2020-04-28,49850.000000,50100.000000,49300.000000,50100.000000,48248.710938,16095399
2020-04-29,49900.000000,50500.000000,49600.000000,50000.000000,48152.410156,15604533
2020-05-04,48900.000000,49100.000000,48500.000000,48500.000000,46707.839844,26083749
2020-05-06,49000.000000,49200.000000,48500.000000,49200.000000,47381.972656,18070225
2020-05-07,49200.000000,49300.000000,48700.000000,48800.000000,46996.750000,13884411
2020-05-08,49100.000000,49350.000000,48800.000000,48800.000000,46996.750000,15319700
2020-05-11,48900.000000,49250.000000,48300.000000,48400.000000,46611.531250,16357743
2020-05-12,48400.000000,48500.000000,47550.000000,47900.000000,46130.011719,23433590
2020-05-13,47250.000000,48550.000000,47200.000000,48550.000000,46755.988281,20223277
2020-05-14,47750.000000,48100.000000,47650.000000,48000.000000,46226.312500,19305974
2020-05-15,48400.000000,48450.000000,47700.000000,47850.000000,46081.855469,18463118
2020-05-18,47950.000000,49100.000000,47600.000000,48800.000000,46996.750000,20481981
2020-05-19,50100.000000,50500.000000,49700.000000,50300.000000,48441.320313,25168295
2020-05-20,50000.000000,50200.000000,49800.000000,50000.000000,48152.410156,14896899
2020-05-21,50300.000000,50400.000000,49850.000000,49950.000000,48104.253906,14949266
2020-05-22,49600.000000,49800.000000,48600.000000,48750.000000,46948.597656,19706284
2020-05-25,48750.000000,48900.000000,48450.000000,48850.000000,47044.902344,14337913
2020-05-26,48700.000000,49450.000000,48600.000000,49250.000000,47430.121094,15127490
2020-05-27,48950.000000,50000.000000,48800.000000,49900.000000,48056.101563,19548479
2020-05-28,51100.000000,51200.000000,49900.000000,50400.000000,48537.628906,31309318
2020-05-29,50000.000000,50700.000000,49700.000000,50700.000000,48826.542969,27596961
2020-06-01,50800.000000,51200.000000,50600.000000,51200.000000,49308.062500,16949183
2020-06-02,51000.000000,51500.000000,50800.000000,51400.000000,49500.671875,14247933
2020-06-03,51800.000000,55000.000000,51700.000000,54500.000000,52486.125000,49257814
2020-06-04,55800.000000,57000.000000,54600.000000,54600.000000,52582.433594,40220334
2020-06-05,54400.000000,55900.000000,54000.000000,55500.000000,53449.171875,22743629
2020-06-08,56400.000000,56500.000000,54700.000000,54900.000000,52871.343750,25634965
2020-06-09,55800.000000,56500.000000,54400.000000,55500.000000,53449.171875,23998831
2020-06-10,55100.000000,55900.000000,54900.000000,55400.000000,53352.871094,16742493
2020-06-11,54500.000000,55100.000000,53200.000000,54300.000000,52293.515625,33815123
2020-06-12,52100.000000,52800.000000,51500.000000,52300.000000,50367.417969,26976019
2020-06-15,51400.000000,52000.000000,49900.000000,49900.000000,48056.101563,28772921
2020-06-16,51200.000000,52100.000000,50600.000000,52100.000000,50174.808594,21808375
2020-06-17,52100.000000,52900.000000,51300.000000,52200.000000,50271.113281,26672595
2020-06-18,52200.000000,52300.000000,51600.000000,52300.000000,50367.417969,15982926
2020-06-19,52600.000000,52900.000000,51600.000000,52900.000000,50945.246094,18157985
2020-06-22,52000.000000,52600.000000,51800.000000,52000.000000,50078.503906,13801350
2020-06-23,52500.000000,52800.000000,51100.000000,51400.000000,49500.671875,18086152
2020-06-24,51900.000000,53900.000000,51600.000000,52900.000000,50945.246094,24519552
2020-06-25,52100.000000,53000.000000,51900.000000,51900.000000,49982.199219,18541624
2020-06-26,52800.000000,53900.000000,52200.000000,53300.000000,51330.468750,21575360
2020-06-29,52500.000000,53200.000000,52000.000000,52400.000000,50801.125000,17776925
2020-06-30,53900.000000,53900.000000,52800.000000,52800.000000,51188.921875,21157172
2020-07-01,53400.000000,53600.000000,52400.000000,52600.000000,50995.023438,16706143
2020-07-02,52100.000000,52900.000000,52100.000000,52900.000000,51285.871094,14142583
2020-07-03,53000.000000,53600.000000,52700.000000,53600.000000,51964.511719,11887868
2020-07-06,54000.000000,55000.000000,53800.000000,55000.000000,53321.792969,19856623
2020-07-07,55800.000000,55900.000000,53400.000000,53400.000000,51770.613281,30760032
2020-07-08,53600.000000,53900.000000,52900.000000,53000.000000,51382.816406,19664652
2020-07-09,53200.000000,53600.000000,52800.000000,52800.000000,51188.921875,17054850
2020-07-10,53100.000000,53200.000000,52300.000000,52700.000000,51091.972656,13714746
2020-07-13,53300.000000,53800.000000,53100.000000,53400.000000,51770.613281,12240188
2020-07-14,53700.000000,53800.000000,53200.000000,53800.000000,52158.406250,14269484
2020-07-15,54400.000000,55000.000000,54300.000000,54700.000000,53030.945313,24051450
2020-07-16,54800.000000,54800.000000,53800.000000,53800.000000,52158.406250,16779127
2020-07-17,54200.000000,54700.000000,54100.000000,54400.000000,52740.101563,10096174
2020-07-20,54800.000000,54800.000000,54000.000000,54200.000000,52546.203125,10507530
2020-07-21,55200.000000,55400.000000,54800.000000,55300.000000,53612.636719,18297260
2020-07-22,55300.000000,55500.000000,54700.000000,54700.000000,53030.945313,12885057
2020-07-23,54700.000000,54700.000000,53800.000000,54100.000000,52449.253906,16214932
2020-07-24,54000.000000,54400.000000,53700.000000,54200.000000,52546.203125,10994535
2020-07-27,54300.000000,55700.000000,54300.000000,55600.000000,53903.484375,21054421
2020-07-28,57000.000000,58800.000000,56400.000000,58600.000000,56811.945313,48431566
2020-07-29,60300.000000,60400.000000,58600.000000,59000.000000,57199.742188,36476611
2020-07-30,59700.000000,60100.000000,59000.000000,59000.000000,57199.742188,19285354
2020-07-31,59500.000000,59600.000000,57700.000000,57900.000000,56133.304688,21943345
2020-08-03,57800.000000,57900.000000,56700.000000,56800.000000,55066.867188,21158940
2020-08-04,57200.000000,58100.000000,57000.000000,57300.000000,55551.613281,19419694
2020-08-05,57300.000000,57500.000000,56300.000000,56900.000000,55163.820313,17739706
2020-08-06,57100.000000,58400.000000,57100.000000,58000.000000,56230.253906,21625874
2020-08-07,57900.000000,58400.000000,57100.000000,57500.000000,55745.511719,18751717
2020-08-10,57600.000000,58300.000000,57500.000000,57800.000000,56036.355469,17774291
2020-08-11,58000.000000,59500.000000,57800.000000,58200.000000,56424.152344,24907912
2020-08-12,58200.000000,59000.000000,57700.000000,59000.000000,57199.742188,18573934
2020-08-13,59400.000000,59600.000000,58000.000000,58700.000000,56908.898438,22089460
2020-08-14,58000.000000,58400.000000,57700.000000,58000.000000,56230.253906,15672548
2020-08-18,58900.000000,59900.000000,58000.000000,58400.000000,56618.046875,25307825
2020-08-19,59000.000000,59200.000000,57800.000000,57800.000000,56036.355469,16930719
2020-08-20,57600.000000,57600.000000,55300.000000,55400.000000,53709.589844,30386029
2020-08-21,56200.000000,56900.000000,55800.000000,55900.000000,54194.332031,21142288
2020-08-24,55800.000000,56600.000000,55400.000000,56100.000000,54388.226563,15055896
2020-08-25,56400.000000,56800.000000,56100.000000,56400.000000,54679.078125,14021705
2020-08-26,56400.000000,56500.000000,55700.000000,56400.000000,54679.078125,17651593
2020-08-27,56300.000000,56300.000000,55600.000000,55600.000000,53903.484375,16196568
2020-08-28,56100.000000,56300.000000,55400.000000,55400.000000,53709.589844,14619888
2020-08-31,56000.000000,56100.000000,54000.000000,54000.000000,52352.304688,32671367
2020-09-01,54100.000000,54800.000000,54100.000000,54200.000000,52546.203125,19363117
2020-09-02,54600.000000,55100.000000,54100.000000,54400.000000,52740.101563,16905723
2020-09-03,55600.000000,56700.000000,55500.000000,56400.000000,54679.078125,28384920
2020-09-04,55200.000000,55800.000000,55100.000000,55600.000000,53903.484375,22139109
2020-09-07,56100.000000,57300.000000,55800.000000,56500.000000,54776.023438,18685880
2020-09-08,57400.000000,58700.000000,57200.000000,58700.000000,56908.898438,31517520
2020-09-09,58200.000000,59300.000000,57800.000000,58400.000000,56618.046875,30597399
2020-09-10,59900.000000,60000.000000,59100.000000,59200.000000,57393.636719,29923293
2020-09-11,59300.000000,59400.000000,58200.000000,59000.000000,57199.742188,16017098
2020-09-14,60200.000000,60800.000000,59900.000000,60400.000000,58557.023438,20648281
2020-09-15,60900.000000,61000.000000,60500.000000,61000.000000,59138.714844,17877075
2020-09-16,61100.000000,61300.000000,60600.000000,61000.000000,59138.714844,17041444
2020-09-17,60700.000000,60800.000000,59300.000000,59500.000000,57684.484375,25108356
2020-09-18,59800.000000,59900.000000,59100.000000,59300.000000,57490.585938,18884571
2020-09-21,59100.000000,60000.000000,59000.000000,59200.000000,57393.636719,15140387
2020-09-22,59100.000000,59700.000000,57800.000000,58200.000000,56424.152344,20830381
2020-09-23,58400.000000,58800.000000,57400.000000,58600.000000,56811.945313,20111398
2020-09-24,57700.000000,58600.000000,57600.000000,57800.000000,56036.355469,17564020
2020-09-25,57700.000000,58200.000000,57700.000000,57900.000000,56133.304688,11444683
2020-09-28,58300.000000,58800.000000,57900.000000,58200.000000,56771.250000,12614080
2020-09-29,58300.000000,59000.000000,58200.000000,58200.000000,56771.250000,15503563
2020-10-05,57500.000000,59200.000000,57500.000000,58700.000000,57258.976563,20228289
2020-10-06,59400.000000,59900.000000,58700.000000,59000.000000,57551.613281,14463826
2020-10-07,58700.000000,59900.000000,58500.000000,59900.000000,58429.519531,14861838
2020-10-08,60500.000000,60700.000000,59500.000000,59700.000000,58234.429688,24589924
2020-10-12,60000.000000,60400.000000,59900.000000,60400.000000,58917.242188,16145837
2020-10-13,61000.000000,61400.000000,60400.000000,60900.000000,59404.968750,19247631
2020-10-14,61000.000000,61100.000000,60500.000000,60900.000000,59404.968750,16086716
2020-10-15,60700.000000,60800.000000,59700.000000,60000.000000,58527.062500,17756232
2020-10-16,60000.000000,60400.000000,59000.000000,59500.000000,58039.335938,16554190
2020-10-19,59600.000000,60200.000000,59500.000000,60000.000000,58527.062500,14474985
2020-10-20,60300.000000,60900.000000,60100.000000,60900.000000,59404.968750,19326115
2020-10-21,61200.000000,61500.000000,60600.000000,60900.000000,59404.968750,15703443
2020-10-22,60300.000000,60500.000000,59800.000000,60100.000000,58624.609375,14294095
2020-10-23,60400.000000,60400.000000,59800.000000,60200.000000,58722.152344,9322232
2020-10-26,60400.000000,61100.000000,60100.000000,60400.000000,58917.242188,13268226
2020-10-27,60300.000000,60300.000000,59500.000000,59800.000000,58331.972656,17260416
2020-10-28,59400.000000,59400.000000,58800.000000,59000.000000,57551.613281,14428882
2020-10-29,58200.000000,58500.000000,57500.000000,58100.000000,56673.707031,22636966
2020-10-30,58000.000000,58000.000000,56600.000000,56600.000000,55210.531250,26907844
2020-11-02,56400.000000,57500.000000,56000.000000,57400.000000,55990.890625,20489076
2020-11-03,57900.000000,58900.000000,57600.000000,58800.000000,57356.523438,14950919
2020-11-04,58900.000000,59000.000000,57800.000000,58500.000000,57063.886719,21718561
2020-11-05,59000.000000,60300.000000,58800.000000,60300.000000,58819.699219,20639475
2020-11-06,60700.000000,60800.000000,59600.000000,60100.000000,58624.609375,16910230
2020-11-09,60700.000000,60900.000000,60100.000000,60200.000000,58722.152344,15892961
2020-11-10,60500.000000,60500.000000,59500.000000,60200.000000,58722.152344,19073552
2020-11-11,60700.000000,61400.000000,60400.000000,61300.000000,59795.148438,25628510
2020-11-12,61000.000000,61400.000000,60700.000000,61000.000000,59502.515625,19800573
2020-11-13,61300.000000,63200.000000,61000.000000,63200.000000,61648.507813,31508829
2020-11-16,64000.000000,66700.000000,63900.000000,66300.000000,64672.406250,36354334
2020-11-17,67000.000000,67000.000000,65600.000000,65700.000000,64087.132813,30204089
2020-11-18,65700.000000,66200.000000,64700.000000,64800.000000,63209.226563,22963790
2020-11-19,64100.000000,64800.000000,63900.000000,64600.000000,63014.136719,16590290
2020-11-20,63900.000000,65200.000000,63900.000000,64700.000000,63111.683594,15068682
2020-11-23,64800.000000,67800.000000,64700.000000,67500.000000,65842.945313,27134398
2020-11-24,67900.000000,69500.000000,67000.000000,67700.000000,66038.039063,32158235
2020-11-25,67900.000000,68300.000000,66500.000000,66600.000000,64965.039063,32447065
2020-11-26,66100.000000,68000.000000,66000.000000,68000.000000,66330.671875,19023323
2020-11-27,68000.000000,68400.000000,67600.000000,68200.000000,66525.765625,14063434
2020-11-30,68400.000000,68600.000000,66700.000000,66700.000000,65062.585938,43811016
2020-12-01,67100.000000,68300.000000,67100.000000,67800.000000,66135.578125,22327173
2020-12-02,68400.000000,69900.000000,68300.000000,69500.000000,67793.851563,29703942
2020-12-03,70100.000000,70500.000000,69300.000000,69700.000000,67988.937500,23677989
2020-12-04,70400.000000,72100.000000,70100.000000,71500.000000,69744.750000,28130533
2020-12-07,72400.000000,73500.000000,71900.000000,72900.000000,71110.382813,28490496
2020-12-08,72200.000000,72900.000000,71600.000000,71700.000000,69939.843750,25000338
2020-12-09,72100.000000,73900.000000,72000.000000,73900.000000,72085.835938,24077996
2020-12-10,72700.000000,73800.000000,72500.000000,72900.000000,71110.382813,39882928
2020-12-11,73500.000000,73800.000000,73100.000000,73400.000000,71598.109375,18486672
2020-12-14,73600.000000,74500.000000,73200.000000,73800.000000,71988.289063,21510415
2020-12-15,73800.000000,74100.000000,73300.000000,73800.000000,71988.289063,20863671
2020-12-16,74100.000000,74500.000000,73400.000000,73800.000000,71988.289063,17512081
2020-12-17,73400.000000,73700.000000,72600.000000,73300.000000,71500.562500,24293214
2020-12-18,73300.000000,73700.000000,73000.000000,73000.000000,71207.929688,17613029
2020-12-21,73100.000000,73400.000000,72000.000000,73000.000000,71207.929688,20367355
2020-12-22,72500.000000,73200.000000,72100.000000,72300.000000,70525.109375,16304910
2020-12-23,72400.000000,74000.000000,72300.000000,73900.000000,72085.835938,19411326
2020-12-24,74100.000000,78800.000000,74000.000000,77800.000000,75890.093750,32502870
2020-12-28,79000.000000,80100.000000,78200.000000,78700.000000,76768.000000,40085044
2020-12-29,78800.000000,78900.000000,77300.000000,78300.000000,78300.000000,30339449
2020-12-30,77400.000000,81300.000000,77300.000000,81000.000000,81000.000000,29417421
2021-01-04,81000.000000,84400.000000,80200.000000,83000.000000,83000.000000,38655276
2021-01-05,81600.000000,83900.000000,81600.000000,83900.000000,83900.000000,35335669
2021-01-06,83300.000000,84500.000000,82100.000000,82200.000000,82200.000000,42089013
2021-01-07,82800.000000,84200.000000,82700.000000,82900.000000,82900.000000,32644642
2021-01-08,83300.000000,90000.000000,83000.000000,88800.000000,88800.000000,59013307
2021-01-11,90000.000000,96800.000000,89500.000000,91000.000000,91000.000000,90306177
2021-01-12,90300.000000,91400.000000,87800.000000,90600.000000,90600.000000,48682416
2021-01-13,89800.000000,91200.000000,89100.000000,89700.000000,89700.000000,36068848
2021-01-14,88700.000000,90000.000000,88700.000000,89700.000000,89700.000000,26393970
2021-01-15,89800.000000,91800.000000,88000.000000,88000.000000,88000.000000,33431809
2021-01-18,86600.000000,87300.000000,84100.000000,85000.000000,85000.000000,43227951
2021-01-19,84500.000000,88000.000000,83600.000000,87000.000000,87000.000000,39895044
2021-01-20,89000.000000,89000.000000,86500.000000,87200.000000,87200.000000,25211127
2021-01-21,87500.000000,88600.000000,86500.000000,88100.000000,88100.000000,25318011
2021-01-22,89000.000000,89700.000000,86800.000000,86800.000000,86800.000000,30861661
2021-01-25,87000.000000,89900.000000,86300.000000,89400.000000,89400.000000,27258534
2021-01-26,88800.000000,89200.000000,86500.000000,86700.000000,86700.000000,33178936
2021-01-27,86600.000000,87700.000000,85600.000000,85600.000000,85600.000000,26423070
2021-01-28,83200.000000,85600.000000,83200.000000,83700.000000,83700.000000,31859808
2021-01-29,84500.000000,85000.000000,82000.000000,82000.000000,82000.000000,39615978
2021-02-01,81700.000000,83400.000000,81000.000000,83000.000000,83000.000000,28046832
2021-02-02,84100.000000,86400.000000,83700.000000,84400.000000,84400.000000,26302077
2021-02-03,84800.000000,85400.000000,83400.000000,84600.000000,84600.000000,22112205
2021-02-04,83500.000000,83800.000000,82100.000000,82500.000000,82500.000000,24171688
2021-02-05,83100.000000,84000.000000,82500.000000,83500.000000,83500.000000,18036835
2021-02-08,83800.000000,84200.000000,83000.000000,83000.000000,83000.000000,15338765
2021-02-09,84000.000000,84800.000000,82700.000000,82700.000000,82700.000000,20898332
2021-02-10,82600.000000,82600.000000,81600.000000,81600.000000,81600.000000,23025766
2021-02-15,83800.000000,84500.000000,83300.000000,84200.000000,84200.000000,23529706
2021-02-16,84500.000000,86000.000000,84200.000000,84900.000000,84900.000000,20483100
2021-02-17,83900.000000,84200.000000,83000.000000,83200.000000,83200.000000,18307735
2021-02-18,83200.000000,83600.000000,82100.000000,82100.000000,82100.000000,21327683
2021-02-19,82300.000000,82800.000000,81000.000000,82600.000000,82600.000000,25880879
2021-02-22,83800.000000,84200.000000,82200.000000,82200.000000,82200.000000,25419886
2021-02-23,81200.000000,82900.000000,81100.000000,82000.000000,82000.000000,20587314
2021-02-24,81800.000000,83600.000000,81300.000000,82000.000000,82000.000000,26807651
2021-02-25,84000.000000,85400.000000,83000.000000,85300.000000,85300.000000,34155986
2021-02-26,82800.000000,83400.000000,82000.000000,82500.000000,82500.000000,38520800
2021-03-02,85100.000000,85300.000000,83000.000000,83700.000000,83700.000000,31443999
